,q_a,label
347,"  ::Ooooh, i dunno. He treats those two ladies awfully, slapping them, shoved one in a cupboard, insults them. he's not too bad to major but still condecending. ",1
348,  == fuck you ==  you're an idiot,1
349,  ==Michael Schiavo== He is breaking WP:3RR and you accuse me of vandalism? Go suck a fuck!  ,1
350, :Dont revert my edits to my fuckin userpage. If you want her organs you go some else where unnastand? numbaonestunna.  ,1
351,  Lots of that other shit does not have a category for themselves.  Terri does.   ,1
352,Hey! You there! Stop this bullshit! I'll get you before I die!  SUCK A DICK.  MY DICK.,1
353,"Fuck you! you cant block me cos im not gonna mark the page with the ip address for this pc, unlucky fucker ",1
354,  :: IS this pot and kettle talking about little me? 1. Hipocrite your a bully. So skulk back home 2. Vidkun your a Bro. with a chip on your thingy.  ,1
355,YAWN!!     The above COMMENT is a quote from McNeight!!!  AND yet HE still insistes on adding that damn 'preceeding unsigned.....yada...yada'  What a RUDE and obnoxious individual.             ,1
356," :I was thinking the same thing, and then I realised I don't care because I don't give a shit about her.",1
357," ~~It's okay, of course, for them to have their own separate article.  Martyman, you are a FOOL.",1
358,  == Hello Mrs Parry ==  How about a nice simple question.How come when you turn around you have titties on your back.Please email me back at jeff@fugly.com,1
359,  ::I dislike homos like you.  My cock is for girls only.  Go try to impress another guy.  Bye homo.   ,1
360,"  ==Quit...== Defacing my user page, you ugly cunt.- ",1
361,"  *JfdWolff,Your profound lack of wisdom is no credit to your woefully failed vendetta . Go get your head checked !!! You are morbidly insane . . .",1
362,JfdWolff is a hopeless failure . . . He can't stomach defeat !!! JFDWOLFF IS A TOTAL LOSER !!!  ,1
363, ::Please kill yourself.  ,1
364,"maybe 2 for each eye.  yup, 20 cocks.",1
365,   I'm not new. I don't know what the hell you are talking about.,1
366," == In regards to LCIstudent, and his blocking == You are worthless Mr.Friday, and I didpise you. That is all for now.",1
367,\  i DONT GIVE A FUCK BECAUSE YOU REMOVE CORRECT FACTS AND PUT ONLY GREEK LIES.,1
368,  == hey ==  you have a giant penis. is that what allows you to moderate wiki so well? 8==============D>>>>>>><><>,1
369,  I done a bigjob on your mother's tits,1
370, I tasted your mum. it was super.,1
371,  Which page was I vandalising now you rectum faced pygmy?,1
372,"  You are the dirty, fetid son of a whoremonger's bitch.  ",1
373,YOUR A  FAGGG GET A LIFE   ,1
374," Jesus Christ, I can't edit anything without stupid pimple faced kids editing my work.",1
375,  == Xalwine lives! ==   im'a cutcho penis off bitch. then everyone will know the name of Xalwine. hows that for a credible source.,1
376,  silly little boy my ass,1
377,"   oink oink oink, freaking pig",1
378,"  == You are a vandal ==  I do no such vandalism.  You, my friend, do such vandalism.   ",1
379,   ==FUCK OF NAZI PROPAGANDA== odpierdalcie sie jebani faszyści od Polski !!!!!!!!!!!   ,1
380,"  I don't think I was talking to you, was I? I was talking to the person who blocked me. Now fuck off, you worthless cunt.  ",1
381,  ==  ==      why dont you queer mother fuckers get a life and stop blocking me you fags.,1
382,moved to http://www.freearchive.org/wiki2/index.php/Tape_editing for safety (the wikipedia idiots don't want to include this page)  ,1
383,"`   Oh right, like ``This article sucks and you know it.`` isn't abusive language. Hypocrite. Eat shit and die, loser.`",1
384,"  == editheadz == Will you keep your stupid mouth shut for once? You have NO IDEA, not even a CLUE what you are talkign about, idiot! - Julius",1
385,  you know you're really messed up.   ,1
386,  == ? ==  Why dont you specify your gender?In your userbox you say any gender pronoun may apply to you.That doesnt make sense unless....ur u know....quee....ga....a fa...a hom......,1
387, ==Joseph Cardinal Zen== I am already too neutral towards the son of bitch. He is a spy of the Holy See.,1
388, Too many people belive that crap. ,1
389,  What the fuck are you talking about? I didn't rificule nor change anything. LOL! I REPLIED to him. Get ur facts straight. ,1
390,"   I didn't vandalise any page, I actually RESTORED the OUCA info page to its orignal state you jerk.",1
391,"  == Oral sex ==  Lay off the fellatio page, cumshitter.",1
392,masturbation|jerk off]] your penis,1
393,don't need pimple faced kids editing my work,1
394,   Hey assholes. His first name is Olin. The freaking beheading video confirmed it. Stop changing it.,1
395,  DO YOU ALL GAYY ASS FAGS ALWAYS GIVE AUTOMATED RESPONSES? HUH FAG?,1
396, District of Galicia was made into a Nazi-UPA condominium.,1
397,  == What a fucking nosey asshole ==  Any reason why you decided to butt your nose in where it doesn't belong?,1
398,  == wah wah ==  Why not tell that communist faggot Jeffrey to fuck off and quit being a shit face?,1
399,"     man u suck, lick ma ballen.",1
400,  :::I concur. Chadbryant is a vandal.  ,1
401,  You are one of the worst page vandals I have ever seen. Your repeated vandalism of a user page shows what a pathetically insecure individual you are.,1
402," ::::::::::You're a smug, disruptive asshole.  I can't believe you're monitoring my talk and userpage so closely as to be replying 10 minutes after I do. ::::::::::: ",1
403,"  You must be a complete moron.  You have no authority to warn people.  I just warned you, too.  Big Whoop.  Stop bugging people and get a life.",1
404,  You guys are a bunch of control freaks who band together to stomp out anything or anybody who doesn't think like you.,1
405,  == eat my shit ==  Title says it all.,1
406,  ::::: Maybe they ARE on drugs. I don't know. Have fun at Uncyclopedia.  ,1
407,Not the same person==  Stop changing it to your opinions. Claude Speed and Claude are not the same thing. I'm editing it. Stupid pimple faced kids.   ,1
408, p.s. u smell!!!hahahahahahahaha lol,1
409,"  == No ==  Suck my cock, asshole, I will never stop. ",1
410,  ==Impumozzhi== is a liar and has been exposed at Talk:Rathore.  What will it take to make him stop lying? = ,1
411,"  == Goodbye Cruel World ==  I have decided to kill myself.  My Dad died two weeks ago, and I wish to join him.  I just wanted to say goodbye.",1
412, A silly fat cow who won't leave me alone ,1
413,  ( ) oh no! blocked from wikipedia! my life is OVER!!!!!!!!! eat my fucking pussy you whore.,1
414,   because you are a tweeting cunt flap!!!!!!!,1
415,  MONGO is a homosexual crybaby!,1
416,  MONGO is a mother'fuckerer!!,1
417,  MONGO gets anal and oral every night from a five year old pig!,1
418,    _____________________________________________________________-  Fuck you you fucking piece of shit.  Ass fucking hole.  Are you ready for the noise 2 b brought on you??? r u??    boss playa,1
419, ha ha i shoulda known u really dont care bout the rules u just want n excuse to ban ne1 who doesnt kiss ass to admins,1
420,"                     If you don't let me post, I will fuck you up",1
421,  http://en.wikipedia.org/w/index.php?title=Wikipedia:Administrators%27_noticeboard/Incidents&oldid;=42695234 ha ha ur jerkwad gator is trying to cover it up still,1
422,   im not gonna kiss ass theyre lying bout me so theyr liars.,1
423,"  Please stop being better than my bloody ass. (STS)  ==Unban, NOW!==  Unban me, NOW!!",1
424,"  ==WHAT?== What did I do?  Did I upset your communist feelings?  Besides, I thought that you were taking a pussy break.  ",1
425,  I still dont know what the hell I did Assholes!  ,1
426,  you suck alot of dick   ,1
427,  Who the boofhead are you fuck wit - Bainyrues,1
428,  who the boofhead are you fuckwit telling me what to do. what a bitch - Bainyrues,1
429,   There you happy. I posted a link. Fuck you and Fuck Jimbo whatever.,1
430,  == Fuck you Motha Fucka ==  ==Penis==,1
431,"  == Hi ==  Hey Benon, get a real job. Leave me the hell alone dammit. Don't fuck with me. If you have a problem please get at me.",1
432,"  == Hi ==  Hey Benon, get a real job. Leave me the hell alone dammit.Stop blocking me. Don't fuck with me. If you have a problem please get at me.",1
433, (and don't even *tell* them  wait until they try to help out and then attack them),1
434,  And his upcomming probably refers to his homosexuality.  ,1
435,"  He's probably into fist-fucking. Been there, done that.",1
436, =Tony Sidaway is obviously a fistfuckee. He loves an arm up his ass.  ,1
437,"  ==Deep depravity==  I denounce you. See Dbachmann and Wiglaf. You are a whore, a depraved right wing nutcase, a charcteristic born-again pre- millianiarian dispensationalist nut case. You eat shit.",1
438,  Fuckwad... you deleted my page.,1
439,  == Your a racist ==  Excuse me?  Nonsense?  Where?  What?  I have proof of every change I have made.  More than I can say for you.,1
440,"  Because my name is Yalma, and I am a    == LOSER ==   who gets pissed at people for NOTHING!!!    ",1
441,Yeah Nigga.know what i'm talking 'bout bitch,1
442,.sO YOU BITCH NIGGAS MUST NOT SAY SHIT.......YOU HEARD?,1
443,lIL HOMIE DON'T FRONT CUZ IF YOU DO I WILL PUT UR ASS IN A FUCKING GAS CHAMBER BITCH,1
444,"Shut up, you 1.1, out-ethics conspiracy kook. Has homeland security contacted  yet?    ",1
445,"You are a fool if you think Wikipedia is a respected entitity in this world. So, shut",1
446,"  Jimbo is bending over backwards so hard to do favors for this 19 year old male prostitute, you'd almost wonder if Jimbo's credit card number was on Justin's customer list.",1
447,  ==The slut==  Karen Nussle is the typical right wing slut. She wrecked Jim Nussle's marriage. Jaysuschris's partisan vandalism loves this. He lusts being called a right right slut.  ,1
448,`bomb in the Diplomat hotel 20 minutes ago...after the feast...tell the government that we will destroy everyplace.``   `,1
449,  == Poop boy ==  You. Poop. Poop boy. Poop. Poop poop poop poop poop poop poop poop poop boy. Youuuuuuuuuuu!  ,1
450,  == SchtippDick ==  You. You boy. Youuuuuu. Terisoaio! Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah.  ,1
451,  == JESUIT HIGH SCHOOL SUCKS! ==  GO GLENCO! FIGHT! FIGHT! FIGHT!,1
452,"  == You really are a rebel guy, rebelguys! ==  Time to get oral from a  prostitute'''!",1
453,  FUCK YOU RORY. YOU ARE A CUMSLURPING COCKLOVER.,1
454, ::::COME OUT OF THE CLOSET JEWBOY.,1
455, ::::JUDENSCWEIN TO THE OVENS !  LIARS ! ALL OF YOU !,1
456,  STICK IT UP YOUR ASS.,1
457,"  : You are a bad liar, Kevin. And a cheat as well. Get a life.",1
458,  THIS IS MY PAGE FUCKERS SO I CAN SAY WHAT I WANT. FUCK YOU DRINI AND NACONKANTARI... I HOPE YOU ENJOY YOUR SCHEDULED RAPING.   p.s. done a head count lately?,1
459, p.s. I'M A FUCKIN ARTIST OK? MY NEXT PIECE WILL BE A RAPE (OF YOUR FAMILY) ... ENJOY!,1
460,"  User:Rattlerbrat==  I never liked the username much, anyway. I'm having a much better time editing under my other name. Thanks, mate! And I salute your brilliant blocking skills. ) - ",1
461,  Who the fuck are you?  ,1
462,  JL;J;ALSDFSML;KFJSDF THIS MAN LIKES TO SUCK MAJOR DICKS.,1
463,"   Frickin' vandals. Hunt 'em down, Admins please. racooon",1
464,"  == It isn't 1998 ==  Stop using the font element, you fool.",1
465,` ::::I'll respond to you after the block one of your thugs put on me wears off. a '''''' `,1
466,  don't u dear delete my page again alrite u nigger,1
467,", 19 March 2006 (UTC)  Main page sucks  16:37",1
468, because your are dumb as a fucking rock,1
469, SHOULD KILL MYSELF!!!!!!  ,1
470,  == CIVILITY ==  ILL BE CIVIL WHEN DICKCLARKMISES AND DJAC75 PROMISE TO RENOUNCE ANTI-SEMITISM AND RACISM AND RACIALISM AND WORK AGAINST THEM ALL DILIGENTLY  CaliforniaDreamlings,1
471,Jesus can suck my balls.  ,1
472,`  this would be why i was told to ``fuck off`` after i found out one of their full names  `,1
473,"  == Rape. ==  Naconkantari is DEAD, or soon will be...  The question is... how good are you at hiding from rapists? I'm a good finder.",1
474,"  :::You can take WP:NPA and shove it up your ass, loser. )  ",1
475,  == Signed ==  I forgot to sign... HERE YA GO FUCKER!!    (NOW YOU CAN'T EDIT IT)   EAT SHIT.   ,1
476,   Thanks. Please go fuck yourself. Ty!,1
477,"  Blah, blah blah, always telling me off,telling my that I've said something pointless, the flaunting their precedence. Admins. I hate them.  ",1
478,", but feel free to abuse my 15 year old fag ass",1
479,"  Id rather be a vandal than a snot nosed little shit, like you.",1
480,  Amen my sock-pupinski brother!! Hack-a-long: please leave my links and quit being a mini-dictator! ThANKS!  ,1
481,"  WTF EVER - from waldo, you guys are SO junior and lacking!",1
482,  Attn IMROY: if I want your stinky opinion I would have flushed three times pal!  ,1
483,What the fuck is wrong with you? You say I am a fucking vandal and I havn't done anything. Your bot is fucked up.  ,1
484,"  Look, you pathetic, authority-obsessed whiner: you cannot find a better set of historical and contemporary images on the subject matter for free on the web, can you?  Huh?   ",1
485,"Hey asshole,   I'll add whatever I want aobut Edison New Jersey because this is Wikipedia.",1
486, : you gotta be kidding you arrogant SOB!,1
487,  Eat shit you fucking arse rapping jew fucking arab. I'LL KILL YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1,1
488,   I fucked your dad last night you fucking whore assed cunt.,1
489,"  == vandalism . . . ==  fuck you, waggers.",1
490,  == i dont care ==  i dont fucking care if you have reported me!!! i will start a new account.  see if i care. your still a fucking asshole!!!,1
491,  == i am not blocked  ==  i just got another warning.  why are you such a dick? dogblue,1
492,  == Nothing about illegals? ==  So Bushie boy is the only one with problems?  This asshole is sparkley clean?  Fuck Wikipedia!   ,1
493,  == Let's talk about sex! ==  You know you want it...If you don't leave well enough alone.  You're obsessed with my thingy.   ,1
494,  == The Gay Guy ==  I know you.  Wuzzup?  I like sadomasochism.  Gimme more!   ,1
495,`   == ``What's a ballsy?`` ==  She really can't be that stupid....can she???`,1
496,  == lame ==  You fuckin queer. Don't you have anything better to do than to monitor wikipedia? Go poop-stain your dick.,1
497,  == Go away ==  Go spread your Croatian Fascist Catholic propaganda on the Croatian Wikipedia. Here: Not Wanted! The world is fed up with genodical criminal Croats!,1
