,q_a,label
550,Do you believe in karma? ,0
551,Hell yes. My bully has what's coming to her.,0
552,Do you keep your room clean or messy? ,0
553,Well it's messy right now (but that's because I've been too lazy and sore to get off my ass and clean it XD),0
554,Nuu don't say that Rainbow-san ): ,0
555,Mubi-sannnnnnn I said that because I was feeling like shit but I'm okay now.,0
556,Do you treat your body like a Temple or more like an Amusement Park? ,0
557,da fuck does that even mean? OAO,0
558,crying because you're so damn sweet. ,0
559,love youuuu~ <3333,0
560,How are you feeling right now? ,0
561,Hm kinda shitty actually. Today was a bad day.,0
562,What was the last book you read? ,0
563,Uhhhhhhhhh....... I had to read Cold Mountain for school and it was boring.... omg,0
564,Do you like high heels? ,0
565,OMG hell no.... I am a tomboy plz.... sneakers and tennis shoes... NEVER girly shoes unless it's absolutely REQUIRED as a dress code -sobs- .... even then I wear flats.... >A>,0
566,What do you like to see in a good leader? ,0
567,"I like to see a good leader actually take charge instead of forcing his/her jobs on the 2nd in commands or lower ranked people. In chorus groups on YT, a lot of the leaders never check the project auditions or reply to PMs. This is why a lot of the groups die out before their first song ever shows up. I've had a couple of groups do that to me and others! ^ ^'' So I think a good leader doesn't let their group die and if someone is holding the group back, the leader should pull them aside and help the person. Sorry if my answer is unclear. I am pretty bad at getting a point across! ^ ^''",0
568,What words of wisdom would you want to pass on to me? ,0
569,Umm..... don't be a potato.... be the best goddamn tomato you can ever be?,0
570,Do you like butt sex? ,1
571,O_O,0
572,??What would you say to your young self and why? ,0
573,I wouldnt say anything tbh cuz even though my mental health is crap Im happy with my life currently,0
574,What one thing would you do to change the world? ,0
575,Probably make gay the norm,0
576,Have you resolved to lead a healthier lifestyle in the new year? ,0
577,Haha I gave that shit up,0
578,what can men get away with that women cant? ,0
579,Usually sleeping with a bunch of people and being honored as a champion while if women do it theyre called a slut,0
580,What's your today midnight thoughts? ,0
581,We could die any day now,0
582,Post your most favourite lyrics? ,0
583,"you're a gay then you're gay,",1
584,What has been one of the best days of your life ,0
585,When I was in 5th grade and I made a freaking long ass rainbow loom bracelet/necklace,0
586,Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ?you are damn pretty ? ,0
587,It makes me so happy to know that Im an inspiration to someone and thanks for the compliment but just saying this Im still a minor and I have a boyfriendbesides that feel free to DM me,0
588,What's the fastest way to make a situation awkward ? ,0
589,Mention really detailed sex,0
590,Are you ready for the Halloween night? ,0
591,Hell yeah! Kind of actually I havent decided what Im going to be.,0
592,What kind of school bus is too hot for you? ,0
593,Why the fuck are you talking about school buses,0
594,Do you believe in Love? ,0
595,Hell yeah,0
596,Who is a dude and gay and single ,1
597,Wha? Idk why I would know this and even if I did I wouldnt tell you,0
598,What contains ten thousand calories? ?? ,0
599,Why the hell would I know this?,0
600,Yo nigga fuck u :D ,1
601,Nope nigga bitch,1
602,MoMo is scaring the hell out of me ,0
603,Momo (from Avatar the last Airbender),0
604,Is it wrong for me to be gay ,0
605,No,0
606,Why you don't eat seafood. ,0
607,Because it smells hell bad,0
608,Are you brutal honest with your answers or politically correct? ,0
609,I answer what is correct and I answer my own way. I dont care what people think or say. They are meant to talk shit,0
610,Cristiano Ronaldo OR Michael Ballack ??? ,0
611,Faneeze Jaswal,0
612,How doea it feel to be ignored? ,0
613,Hell bad,0
614,"HaHaha how cheap and damn are some of our well educated stupid youngsters. WOw. WaaHh. ""Get yourself educated not Brainwashed ,Idiots."" ",0
615,Point,0
616,Have you ever eaten a crayonor glue? What strange thing have you eaten? ,0
617,"I have ate soil, poop and many more",0
618,Islamabad is hell boring ,0
619,So what? What should I do???,0
620,Any body high here? Right from Islamabad ,0
621,I am damn low.,0
622,Think before u speak  ,0
623,99.9% are actually trust me.,0
624,Sorry that you have to deal with such tharkis.  Keep up the sass though you go girl! ,0
625,Hahahah. They are and always will be shit for me. I never respect such people.,1
626,I bring the damn table ,0
627,Hahahahaha,0
628,I have a project to do and Ive known about it for two weeks and its due Monday but I havent done shit help what do I do??? ,0
629,Stop using ask.fm and work on it,0
630,"What ever youre going through, just remember Jesus is there with you. He loves you  ",0
631,I am strong because I have Allah,0
632,"If you had a chance to replay one moment of your life, what would it be? ",0
633,Not letting mishal die,0
634,Why do your mood is heart broken? ,0
635,Life is a bitch,0
636,Why does the poop is next to your profile? ,0
637,Hahahaha becz life is a shif!!!,0
638,Do u work better under stress ? ,0
639,Yes but then Ill straight up refuse to do shit because my brain is so tired from stressing.,0
640,What childhood story actually frightened you? ,0
641,Bloody Mary scared the heck outta me as a kid.,0
642,"Do you think someone likes you and if you know for a fact they do , do you like them back???? ",0
643,Oh fuck this is difficult. I know for a fact that there are people who like me. I have feelings for one or more of them. My love life is complicated.,0
644,Does something smell funny to you too??? ,0
645,I smell bullshit,0
646,What can people learn from animals? ,0
647,Apparently different sex positions. Nasty asses.,0
648,Do you know any big gossips? ,0
649,This Mandi person. Yeah shes a big gay homo. Dont tell anyone.,1
650,What is your least favorite beverage? ,0
651,Guinness. Date told me that shit kinda tasted like coffee. He fuckin lied.,0
652,"If you had to act in a movie, what character would you choose to be? ",0
653,Can I be the lead in a cheesy ass romcom?,0
654,Whats your definition of hard luck? ? ,0
655,I hear the phrase you were dealt a bad hand more often. Just means that tough shit happens to you that you didnt cause. My life eh?,0
656,What's the most delicious dessert for you? ,0
657,Daddys Cummies. Nah for real I fucking love donuts. I would gladly die on a pile of donuts.,0
658,What's on your mind atm??? ,0
659,When will this damn headache stop,0
660,What could be your reasons for discontinuing friendship with a person? ,0
661,You intentionally hurt one of my other friends? Youre ass is out of my circle.,0
662,Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ? you are damn pretty ? ,0
663,Thank you <3 youre too kind,0
664,Is jack/jilling off gay I mean you are touching the same genitals youre born with ,1
665,Dont you assume the gender of my hand.,0
666,Whats your favorite meet and fuck game and why are they the best porn games ever ,1
667,W H A T ?,0
668,Why are balls the best part of the penis ,0
669,LIES I TELL YOU. LIES. or its cause they hold daddys cummies. I want to die after typing that sentence.,0
670,Who the fuck is harrassing you with feet requests ,0
671,Idk. Honestly its kinda entertaining and nostalgic. Ive been getting them basically since I got an askFM.,0
672,Do you like to act spontaneously or plan things? Why? ,0
673,Both. I try to plan things but planning will stress me out so much that I spontaneously say fuck it to my plans,0
674,How would you explain your basic life philosophy? ,0
675,"If I go out having brought more joy and color to the world than I took away from it, Ill die happy and fulfilled.",0
676,Do you think that you are more good looking or more wise ? ? ,0
677,"I would say wise cause Ive been through a lot of shit and had to learn some extremely hard life lessons, but I have no common sense. So idk.",0
678,Which country is your favourite? ,0
679,To live? America. We have it pretty damn good when you look at the big picture,0
680,Have you ever broken up with a friend ? ,0
681,"Yeah. I do it FAR more with friends in real life because of anxiety, but its always a more explosive break up when its online. Sometimes its my fault because I can be a stubborn asshole with foot in mouth syndrome, sometimes its their fault because I get sick of their shit. It always burns thought. Breaking up with friends has always hurt me deeper than breakup up with a partner.",0
682,What's the best way to celebrate Star Wars Day? ,0
683,Harass your boyfriend with your creepy ass talking Porg doll,1
684,"If you could go back in time, what is one piece of advice you would give your younger self? ",0
685,"People may always try to bring you down. Life may always deal you a shit hand. Things may always be unfair. But you are strong, kind, and beautiful and nothing can change that.",0
